WKT,id,left,top,right,bottom,row_index,col_index
"POLYGON ((6701871.17167972 2228471.20108334,6709876.42102355 2228471.20108334,6709876.42102355 2220465.95173951,6701871.17167972 2220465.95173951,6701871.17167972 2228471.20108334))","216",6701871.17167972,2228471.20108334,6709876.42102355,2220465.95173951,"7","8"
"POLYGON ((6701871.17167972 2220465.95173951,6709876.42102355 2220465.95173951,6709876.42102355 2212460.70239568,6701871.17167972 2212460.70239568,6701871.17167972 2220465.95173951))","217",6701871.17167972,2220465.95173951,6709876.42102355,2212460.70239568,"8","8"
"POLYGON ((6701871.17167972 2212460.70239568,6709876.42102355 2212460.70239568,6709876.42102355 2204455.45305185,6701871.17167972 2204455.45305185,6701871.17167972 2212460.70239568))","218",6701871.17167972,2212460.70239568,6709876.42102355,2204455.45305185,"9","8"
"POLYGON ((6701871.17167972 2204455.45305185,6709876.42102355 2204455.45305185,6709876.42102355 2196450.20370802,6701871.17167972 2196450.20370802,6701871.17167972 2204455.45305185))","219",6701871.17167972,2204455.45305185,6709876.42102355,2196450.20370802,"10","8"
"POLYGON ((6701871.17167972 2196450.20370802,6709876.42102355 2196450.20370802,6709876.42102355 2188444.95436418,6701871.17167972 2188444.95436418,6701871.17167972 2196450.20370802))","220",6701871.17167972,2196450.20370802,6709876.42102355,2188444.95436418,"11","8"
"POLYGON ((6701871.17167972 2188444.95436418,6709876.42102355 2188444.95436418,6709876.42102355 2180439.70502035,6701871.17167972 2180439.70502035,6701871.17167972 2188444.95436418))","221",6701871.17167972,2188444.95436418,6709876.42102355,2180439.70502035,"12","8"
"POLYGON ((6701871.17167972 2180439.70502035,6709876.42102355 2180439.70502035,6709876.42102355 2172434.45567652,6701871.17167972 2172434.45567652,6701871.17167972 2180439.70502035))","222",6701871.17167972,2180439.70502035,6709876.42102355,2172434.45567652,"13","8"
"POLYGON ((6701871.17167972 2172434.45567652,6709876.42102355 2172434.45567652,6709876.42102355 2164429.20633269,6701871.17167972 2164429.20633269,6701871.17167972 2172434.45567652))","223",6701871.17167972,2172434.45567652,6709876.42102355,2164429.20633269,"14","8"
"POLYGON ((6701871.17167972 2164429.20633269,6709876.42102355 2164429.20633269,6709876.42102355 2156423.95698886,6701871.17167972 2156423.95698886,6701871.17167972 2164429.20633269))","224",6701871.17167972,2164429.20633269,6709876.42102355,2156423.95698886,"15","8"
"POLYGON ((6701871.17167972 2156423.95698886,6709876.42102355 2156423.95698886,6709876.42102355 2148418.70764502,6701871.17167972 2148418.70764502,6701871.17167972 2156423.95698886))","225",6701871.17167972,2156423.95698886,6709876.42102355,2148418.70764502,"16","8"
"POLYGON ((6701871.17167972 2148418.70764502,6709876.42102355 2148418.70764502,6709876.42102355 2140413.45830119,6701871.17167972 2140413.45830119,6701871.17167972 2148418.70764502))","226",6701871.17167972,2148418.70764502,6709876.42102355,2140413.45830119,"17","8"
"POLYGON ((6701871.17167972 2140413.45830119,6709876.42102355 2140413.45830119,6709876.42102355 2132408.20895736,6701871.17167972 2132408.20895736,6701871.17167972 2140413.45830119))","227",6701871.17167972,2140413.45830119,6709876.42102355,2132408.20895736,"18","8"
"POLYGON ((6701871.17167972 2132408.20895736,6709876.42102355 2132408.20895736,6709876.42102355 2124402.95961353,6701871.17167972 2124402.95961353,6701871.17167972 2132408.20895736))","228",6701871.17167972,2132408.20895736,6709876.42102355,2124402.95961353,"19","8"
"POLYGON ((6701871.17167972 2124402.95961353,6709876.42102355 2124402.95961353,6709876.42102355 2116397.7102697,6701871.17167972 2116397.7102697,6701871.17167972 2124402.95961353))","229",6701871.17167972,2124402.95961353,6709876.42102355,2116397.7102697,"20","8"
"POLYGON ((6701871.17167972 2116397.7102697,6709876.42102355 2116397.7102697,6709876.42102355 2108392.46092586,6701871.17167972 2108392.46092586,6701871.17167972 2116397.7102697))","230",6701871.17167972,2116397.7102697,6709876.42102355,2108392.46092586,"21","8"
"POLYGON ((6701871.17167972 2108392.46092586,6709876.42102355 2108392.46092586,6709876.42102355 2100387.21158203,6701871.17167972 2100387.21158203,6701871.17167972 2108392.46092586))","231",6701871.17167972,2108392.46092586,6709876.42102355,2100387.21158203,"22","8"
"POLYGON ((6701871.17167972 2100387.21158203,6709876.42102355 2100387.21158203,6709876.42102355 2092381.9622382,6701871.17167972 2092381.9622382,6701871.17167972 2100387.21158203))","232",6701871.17167972,2100387.21158203,6709876.42102355,2092381.9622382,"23","8"
"POLYGON ((6701871.17167972 2092381.9622382,6709876.42102355 2092381.9622382,6709876.42102355 2084376.71289437,6701871.17167972 2084376.71289437,6701871.17167972 2092381.9622382))","233",6701871.17167972,2092381.9622382,6709876.42102355,2084376.71289437,"24","8"
"POLYGON ((6701871.17167972 2084376.71289437,6709876.42102355 2084376.71289437,6709876.42102355 2076371.46355054,6701871.17167972 2076371.46355054,6701871.17167972 2084376.71289437))","234",6701871.17167972,2084376.71289437,6709876.42102355,2076371.46355054,"25","8"
"POLYGON ((6709876.42102355 2284507.94649017,6717881.67036738 2284507.94649017,6717881.67036738 2276502.69714634,6709876.42102355 2276502.69714634,6709876.42102355 2284507.94649017))","235",6709876.42102355,2284507.94649017,6717881.67036738,2276502.69714634,"0","9"
"POLYGON ((6709876.42102355 2276502.69714634,6717881.67036738 2276502.69714634,6717881.67036738 2268497.4478025,6709876.42102355 2268497.4478025,6709876.42102355 2276502.69714634))","236",6709876.42102355,2276502.69714634,6717881.67036738,2268497.4478025,"1","9"
"POLYGON ((6709876.42102355 2268497.4478025,6717881.67036738 2268497.4478025,6717881.67036738 2260492.19845867,6709876.42102355 2260492.19845867,6709876.42102355 2268497.4478025))","237",6709876.42102355,2268497.4478025,6717881.67036738,2260492.19845867,"2","9"
"POLYGON ((6709876.42102355 2260492.19845867,6717881.67036738 2260492.19845867,6717881.67036738 2252486.94911484,6709876.42102355 2252486.94911484,6709876.42102355 2260492.19845867))","238",6709876.42102355,2260492.19845867,6717881.67036738,2252486.94911484,"3","9"
"POLYGON ((6709876.42102355 2252486.94911484,6717881.67036738 2252486.94911484,6717881.67036738 2244481.69977101,6709876.42102355 2244481.69977101,6709876.42102355 2252486.94911484))","239",6709876.42102355,2252486.94911484,6717881.67036738,2244481.69977101,"4","9"
"POLYGON ((6709876.42102355 2244481.69977101,6717881.67036738 2244481.69977101,6717881.67036738 2236476.45042718,6709876.42102355 2236476.45042718,6709876.42102355 2244481.69977101))","240",6709876.42102355,2244481.69977101,6717881.67036738,2236476.45042718,"5","9"
"POLYGON ((6709876.42102355 2236476.45042718,6717881.67036738 2236476.45042718,6717881.67036738 2228471.20108334,6709876.42102355 2228471.20108334,6709876.42102355 2236476.45042718))","241",6709876.42102355,2236476.45042718,6717881.67036738,2228471.20108334,"6","9"
"POLYGON ((6709876.42102355 2228471.20108334,6717881.67036738 2228471.20108334,6717881.67036738 2220465.95173951,6709876.42102355 2220465.95173951,6709876.42102355 2228471.20108334))","242",6709876.42102355,2228471.20108334,6717881.67036738,2220465.95173951,"7","9"
"POLYGON ((6709876.42102355 2220465.95173951,6717881.67036738 2220465.95173951,6717881.67036738 2212460.70239568,6709876.42102355 2212460.70239568,6709876.42102355 2220465.95173951))","243",6709876.42102355,2220465.95173951,6717881.67036738,2212460.70239568,"8","9"
"POLYGON ((6709876.42102355 2212460.70239568,6717881.67036738 2212460.70239568,6717881.67036738 2204455.45305185,6709876.42102355 2204455.45305185,6709876.42102355 2212460.70239568))","244",6709876.42102355,2212460.70239568,6717881.67036738,2204455.45305185,"9","9"
"POLYGON ((6709876.42102355 2204455.45305185,6717881.67036738 2204455.45305185,6717881.67036738 2196450.20370802,6709876.42102355 2196450.20370802,6709876.42102355 2204455.45305185))","245",6709876.42102355,2204455.45305185,6717881.67036738,2196450.20370802,"10","9"
"POLYGON ((6709876.42102355 2196450.20370802,6717881.67036738 2196450.20370802,6717881.67036738 2188444.95436418,6709876.42102355 2188444.95436418,6709876.42102355 2196450.20370802))","246",6709876.42102355,2196450.20370802,6717881.67036738,2188444.95436418,"11","9"
"POLYGON ((6709876.42102355 2188444.95436418,6717881.67036738 2188444.95436418,6717881.67036738 2180439.70502035,6709876.42102355 2180439.70502035,6709876.42102355 2188444.95436418))","247",6709876.42102355,2188444.95436418,6717881.67036738,2180439.70502035,"12","9"
"POLYGON ((6709876.42102355 2180439.70502035,6717881.67036738 2180439.70502035,6717881.67036738 2172434.45567652,6709876.42102355 2172434.45567652,6709876.42102355 2180439.70502035))","248",6709876.42102355,2180439.70502035,6717881.67036738,2172434.45567652,"13","9"
"POLYGON ((6709876.42102355 2172434.45567652,6717881.67036738 2172434.45567652,6717881.67036738 2164429.20633269,6709876.42102355 2164429.20633269,6709876.42102355 2172434.45567652))","249",6709876.42102355,2172434.45567652,6717881.67036738,2164429.20633269,"14","9"
"POLYGON ((6709876.42102355 2164429.20633269,6717881.67036738 2164429.20633269,6717881.67036738 2156423.95698886,6709876.42102355 2156423.95698886,6709876.42102355 2164429.20633269))","250",6709876.42102355,2164429.20633269,6717881.67036738,2156423.95698886,"15","9"
"POLYGON ((6709876.42102355 2156423.95698886,6717881.67036738 2156423.95698886,6717881.67036738 2148418.70764502,6709876.42102355 2148418.70764502,6709876.42102355 2156423.95698886))","251",6709876.42102355,2156423.95698886,6717881.67036738,2148418.70764502,"16","9"
"POLYGON ((6709876.42102355 2148418.70764502,6717881.67036738 2148418.70764502,6717881.67036738 2140413.45830119,6709876.42102355 2140413.45830119,6709876.42102355 2148418.70764502))","252",6709876.42102355,2148418.70764502,6717881.67036738,2140413.45830119,"17","9"
"POLYGON ((6709876.42102355 2140413.45830119,6717881.67036738 2140413.45830119,6717881.67036738 2132408.20895736,6709876.42102355 2132408.20895736,6709876.42102355 2140413.45830119))","253",6709876.42102355,2140413.45830119,6717881.67036738,2132408.20895736,"18","9"
"POLYGON ((6709876.42102355 2132408.20895736,6717881.67036738 2132408.20895736,6717881.67036738 2124402.95961353,6709876.42102355 2124402.95961353,6709876.42102355 2132408.20895736))","254",6709876.42102355,2132408.20895736,6717881.67036738,2124402.95961353,"19","9"
"POLYGON ((6709876.42102355 2124402.95961353,6717881.67036738 2124402.95961353,6717881.67036738 2116397.7102697,6709876.42102355 2116397.7102697,6709876.42102355 2124402.95961353))","255",6709876.42102355,2124402.95961353,6717881.67036738,2116397.7102697,"20","9"
"POLYGON ((6709876.42102355 2116397.7102697,6717881.67036738 2116397.7102697,6717881.67036738 2108392.46092586,6709876.42102355 2108392.46092586,6709876.42102355 2116397.7102697))","256",6709876.42102355,2116397.7102697,6717881.67036738,2108392.46092586,"21","9"
"POLYGON ((6709876.42102355 2108392.46092586,6717881.67036738 2108392.46092586,6717881.67036738 2100387.21158203,6709876.42102355 2100387.21158203,6709876.42102355 2108392.46092586))","257",6709876.42102355,2108392.46092586,6717881.67036738,2100387.21158203,"22","9"
"POLYGON ((6709876.42102355 2100387.21158203,6717881.67036738 2100387.21158203,6717881.67036738 2092381.9622382,6709876.42102355 2092381.9622382,6709876.42102355 2100387.21158203))","258",6709876.42102355,2100387.21158203,6717881.67036738,2092381.9622382,"23","9"
"POLYGON ((6709876.42102355 2092381.9622382,6717881.67036738 2092381.9622382,6717881.67036738 2084376.71289437,6709876.42102355 2084376.71289437,6709876.42102355 2092381.9622382))","259",6709876.42102355,2092381.9622382,6717881.67036738,2084376.71289437,"24","9"
"POLYGON ((6709876.42102355 2084376.71289437,6717881.67036738 2084376.71289437,6717881.67036738 2076371.46355054,6709876.42102355 2076371.46355054,6709876.42102355 2084376.71289437))","260",6709876.42102355,2084376.71289437,6717881.67036738,2076371.46355054,"25","9"
"POLYGON ((6717881.67036738 2284507.94649017,6725886.91971122 2284507.94649017,6725886.91971122 2276502.69714634,6717881.67036738 2276502.69714634,6717881.67036738 2284507.94649017))","261",6717881.67036738,2284507.94649017,6725886.91971122,2276502.69714634,"0","10"
"POLYGON ((6717881.67036738 2276502.69714634,6725886.91971122 2276502.69714634,6725886.91971122 2268497.4478025,6717881.67036738 2268497.4478025,6717881.67036738 2276502.69714634))","262",6717881.67036738,2276502.69714634,6725886.91971122,2268497.4478025,"1","10"
"POLYGON ((6717881.67036738 2268497.4478025,6725886.91971122 2268497.4478025,6725886.91971122 2260492.19845867,6717881.67036738 2260492.19845867,6717881.67036738 2268497.4478025))","263",6717881.67036738,2268497.4478025,6725886.91971122,2260492.19845867,"2","10"
"POLYGON ((6717881.67036738 2260492.19845867,6725886.91971122 2260492.19845867,6725886.91971122 2252486.94911484,6717881.67036738 2252486.94911484,6717881.67036738 2260492.19845867))","264",6717881.67036738,2260492.19845867,6725886.91971122,2252486.94911484,"3","10"
"POLYGON ((6717881.67036738 2252486.94911484,6725886.91971122 2252486.94911484,6725886.91971122 2244481.69977101,6717881.67036738 2244481.69977101,6717881.67036738 2252486.94911484))","265",6717881.67036738,2252486.94911484,6725886.91971122,2244481.69977101,"4","10"
"POLYGON ((6717881.67036738 2244481.69977101,6725886.91971122 2244481.69977101,6725886.91971122 2236476.45042718,6717881.67036738 2236476.45042718,6717881.67036738 2244481.69977101))","266",6717881.67036738,2244481.69977101,6725886.91971122,2236476.45042718,"5","10"
"POLYGON ((6717881.67036738 2236476.45042718,6725886.91971122 2236476.45042718,6725886.91971122 2228471.20108334,6717881.67036738 2228471.20108334,6717881.67036738 2236476.45042718))","267",6717881.67036738,2236476.45042718,6725886.91971122,2228471.20108334,"6","10"
"POLYGON ((6717881.67036738 2228471.20108334,6725886.91971122 2228471.20108334,6725886.91971122 2220465.95173951,6717881.67036738 2220465.95173951,6717881.67036738 2228471.20108334))","268",6717881.67036738,2228471.20108334,6725886.91971122,2220465.95173951,"7","10"
"POLYGON ((6717881.67036738 2220465.95173951,6725886.91971122 2220465.95173951,6725886.91971122 2212460.70239568,6717881.67036738 2212460.70239568,6717881.67036738 2220465.95173951))","269",6717881.67036738,2220465.95173951,6725886.91971122,2212460.70239568,"8","10"
"POLYGON ((6717881.67036738 2212460.70239568,6725886.91971122 2212460.70239568,6725886.91971122 2204455.45305185,6717881.67036738 2204455.45305185,6717881.67036738 2212460.70239568))","270",6717881.67036738,2212460.70239568,6725886.91971122,2204455.45305185,"9","10"
"POLYGON ((6717881.67036738 2204455.45305185,6725886.91971122 2204455.45305185,6725886.91971122 2196450.20370802,6717881.67036738 2196450.20370802,6717881.67036738 2204455.45305185))","271",6717881.67036738,2204455.45305185,6725886.91971122,2196450.20370802,"10","10"
"POLYGON ((6717881.67036738 2196450.20370802,6725886.91971122 2196450.20370802,6725886.91971122 2188444.95436418,6717881.67036738 2188444.95436418,6717881.67036738 2196450.20370802))","272",6717881.67036738,2196450.20370802,6725886.91971122,2188444.95436418,"11","10"
"POLYGON ((6717881.67036738 2188444.95436418,6725886.91971122 2188444.95436418,6725886.91971122 2180439.70502035,6717881.67036738 2180439.70502035,6717881.67036738 2188444.95436418))","273",6717881.67036738,2188444.95436418,6725886.91971122,2180439.70502035,"12","10"
"POLYGON ((6717881.67036738 2180439.70502035,6725886.91971122 2180439.70502035,6725886.91971122 2172434.45567652,6717881.67036738 2172434.45567652,6717881.67036738 2180439.70502035))","274",6717881.67036738,2180439.70502035,6725886.91971122,2172434.45567652,"13","10"
"POLYGON ((6717881.67036738 2172434.45567652,6725886.91971122 2172434.45567652,6725886.91971122 2164429.20633269,6717881.67036738 2164429.20633269,6717881.67036738 2172434.45567652))","275",6717881.67036738,2172434.45567652,6725886.91971122,2164429.20633269,"14","10"
"POLYGON ((6717881.67036738 2164429.20633269,6725886.91971122 2164429.20633269,6725886.91971122 2156423.95698886,6717881.67036738 2156423.95698886,6717881.67036738 2164429.20633269))","276",6717881.67036738,2164429.20633269,6725886.91971122,2156423.95698886,"15","10"
"POLYGON ((6717881.67036738 2156423.95698886,6725886.91971122 2156423.95698886,6725886.91971122 2148418.70764502,6717881.67036738 2148418.70764502,6717881.67036738 2156423.95698886))","277",6717881.67036738,2156423.95698886,6725886.91971122,2148418.70764502,"16","10"
"POLYGON ((6717881.67036738 2148418.70764502,6725886.91971122 2148418.70764502,6725886.91971122 2140413.45830119,6717881.67036738 2140413.45830119,6717881.67036738 2148418.70764502))","278",6717881.67036738,2148418.70764502,6725886.91971122,2140413.45830119,"17","10"
"POLYGON ((6717881.67036738 2140413.45830119,6725886.91971122 2140413.45830119,6725886.91971122 2132408.20895736,6717881.67036738 2132408.20895736,6717881.67036738 2140413.45830119))","279",6717881.67036738,2140413.45830119,6725886.91971122,2132408.20895736,"18","10"
"POLYGON ((6717881.67036738 2132408.20895736,6725886.91971122 2132408.20895736,6725886.91971122 2124402.95961353,6717881.67036738 2124402.95961353,6717881.67036738 2132408.20895736))","280",6717881.67036738,2132408.20895736,6725886.91971122,2124402.95961353,"19","10"
"POLYGON ((6717881.67036738 2124402.95961353,6725886.91971122 2124402.95961353,6725886.91971122 2116397.7102697,6717881.67036738 2116397.7102697,6717881.67036738 2124402.95961353))","281",6717881.67036738,2124402.95961353,6725886.91971122,2116397.7102697,"20","10"
"POLYGON ((6717881.67036738 2116397.7102697,6725886.91971122 2116397.7102697,6725886.91971122 2108392.46092586,6717881.67036738 2108392.46092586,6717881.67036738 2116397.7102697))","282",6717881.67036738,2116397.7102697,6725886.91971122,2108392.46092586,"21","10"
"POLYGON ((6717881.67036738 2108392.46092586,6725886.91971122 2108392.46092586,6725886.91971122 2100387.21158203,6717881.67036738 2100387.21158203,6717881.67036738 2108392.46092586))","283",6717881.67036738,2108392.46092586,6725886.91971122,2100387.21158203,"22","10"
"POLYGON ((6717881.67036738 2100387.21158203,6725886.91971122 2100387.21158203,6725886.91971122 2092381.9622382,6717881.67036738 2092381.9622382,6717881.67036738 2100387.21158203))","284",6717881.67036738,2100387.21158203,6725886.91971122,2092381.9622382,"23","10"
"POLYGON ((6717881.67036738 2092381.9622382,6725886.91971122 2092381.9622382,6725886.91971122 2084376.71289437,6717881.67036738 2084376.71289437,6717881.67036738 2092381.9622382))","285",6717881.67036738,2092381.9622382,6725886.91971122,2084376.71289437,"24","10"
"POLYGON ((6717881.67036738 2084376.71289437,6725886.91971122 2084376.71289437,6725886.91971122 2076371.46355054,6717881.67036738 2076371.46355054,6717881.67036738 2084376.71289437))","286",6717881.67036738,2084376.71289437,6725886.91971122,2076371.46355054,"25","10"
"POLYGON ((6725886.91971122 2284507.94649017,6733892.16905505 2284507.94649017,6733892.16905505 2276502.69714634,6725886.91971122 2276502.69714634,6725886.91971122 2284507.94649017))","287",6725886.91971122,2284507.94649017,6733892.16905505,2276502.69714634,"0","11"
"POLYGON ((6725886.91971122 2276502.69714634,6733892.16905505 2276502.69714634,6733892.16905505 2268497.4478025,6725886.91971122 2268497.4478025,6725886.91971122 2276502.69714634))","288",6725886.91971122,2276502.69714634,6733892.16905505,2268497.4478025,"1","11"
"POLYGON ((6725886.91971122 2268497.4478025,6733892.16905505 2268497.4478025,6733892.16905505 2260492.19845867,6725886.91971122 2260492.19845867,6725886.91971122 2268497.4478025))","289",6725886.91971122,2268497.4478025,6733892.16905505,2260492.19845867,"2","11"
"POLYGON ((6725886.91971122 2260492.19845867,6733892.16905505 2260492.19845867,6733892.16905505 2252486.94911484,6725886.91971122 2252486.94911484,6725886.91971122 2260492.19845867))","290",6725886.91971122,2260492.19845867,6733892.16905505,2252486.94911484,"3","11"
"POLYGON ((6725886.91971122 2252486.94911484,6733892.16905505 2252486.94911484,6733892.16905505 2244481.69977101,6725886.91971122 2244481.69977101,6725886.91971122 2252486.94911484))","291",6725886.91971122,2252486.94911484,6733892.16905505,2244481.69977101,"4","11"
"POLYGON ((6725886.91971122 2244481.69977101,6733892.16905505 2244481.69977101,6733892.16905505 2236476.45042718,6725886.91971122 2236476.45042718,6725886.91971122 2244481.69977101))","292",6725886.91971122,2244481.69977101,6733892.16905505,2236476.45042718,"5","11"
"POLYGON ((6725886.91971122 2236476.45042718,6733892.16905505 2236476.45042718,6733892.16905505 2228471.20108334,6725886.91971122 2228471.20108334,6725886.91971122 2236476.45042718))","293",6725886.91971122,2236476.45042718,6733892.16905505,2228471.20108334,"6","11"
"POLYGON ((6725886.91971122 2228471.20108334,6733892.16905505 2228471.20108334,6733892.16905505 2220465.95173951,6725886.91971122 2220465.95173951,6725886.91971122 2228471.20108334))","294",6725886.91971122,2228471.20108334,6733892.16905505,2220465.95173951,"7","11"
"POLYGON ((6725886.91971122 2220465.95173951,6733892.16905505 2220465.95173951,6733892.16905505 2212460.70239568,6725886.91971122 2212460.70239568,6725886.91971122 2220465.95173951))","295",6725886.91971122,2220465.95173951,6733892.16905505,2212460.70239568,"8","11"
"POLYGON ((6725886.91971122 2212460.70239568,6733892.16905505 2212460.70239568,6733892.16905505 2204455.45305185,6725886.91971122 2204455.45305185,6725886.91971122 2212460.70239568))","296",6725886.91971122,2212460.70239568,6733892.16905505,2204455.45305185,"9","11"
"POLYGON ((6725886.91971122 2204455.45305185,6733892.16905505 2204455.45305185,6733892.16905505 2196450.20370802,6725886.91971122 2196450.20370802,6725886.91971122 2204455.45305185))","297",6725886.91971122,2204455.45305185,6733892.16905505,2196450.20370802,"10","11"
"POLYGON ((6725886.91971122 2196450.20370802,6733892.16905505 2196450.20370802,6733892.16905505 2188444.95436418,6725886.91971122 2188444.95436418,6725886.91971122 2196450.20370802))","298",6725886.91971122,2196450.20370802,6733892.16905505,2188444.95436418,"11","11"
"POLYGON ((6725886.91971122 2188444.95436418,6733892.16905505 2188444.95436418,6733892.16905505 2180439.70502035,6725886.91971122 2180439.70502035,6725886.91971122 2188444.95436418))","299",6725886.91971122,2188444.95436418,6733892.16905505,2180439.70502035,"12","11"
"POLYGON ((6725886.91971122 2180439.70502035,6733892.16905505 2180439.70502035,6733892.16905505 2172434.45567652,6725886.91971122 2172434.45567652,6725886.91971122 2180439.70502035))","300",6725886.91971122,2180439.70502035,6733892.16905505,2172434.45567652,"13","11"
"POLYGON ((6725886.91971122 2172434.45567652,6733892.16905505 2172434.45567652,6733892.16905505 2164429.20633269,6725886.91971122 2164429.20633269,6725886.91971122 2172434.45567652))","301",6725886.91971122,2172434.45567652,6733892.16905505,2164429.20633269,"14","11"
"POLYGON ((6725886.91971122 2164429.20633269,6733892.16905505 2164429.20633269,6733892.16905505 2156423.95698886,6725886.91971122 2156423.95698886,6725886.91971122 2164429.20633269))","302",6725886.91971122,2164429.20633269,6733892.16905505,2156423.95698886,"15","11"
"POLYGON ((6725886.91971122 2156423.95698886,6733892.16905505 2156423.95698886,6733892.16905505 2148418.70764502,6725886.91971122 2148418.70764502,6725886.91971122 2156423.95698886))","303",6725886.91971122,2156423.95698886,6733892.16905505,2148418.70764502,"16","11"
"POLYGON ((6725886.91971122 2148418.70764502,6733892.16905505 2148418.70764502,6733892.16905505 2140413.45830119,6725886.91971122 2140413.45830119,6725886.91971122 2148418.70764502))","304",6725886.91971122,2148418.70764502,6733892.16905505,2140413.45830119,"17","11"
"POLYGON ((6725886.91971122 2140413.45830119,6733892.16905505 2140413.45830119,6733892.16905505 2132408.20895736,6725886.91971122 2132408.20895736,6725886.91971122 2140413.45830119))","305",6725886.91971122,2140413.45830119,6733892.16905505,2132408.20895736,"18","11"
"POLYGON ((6725886.91971122 2132408.20895736,6733892.16905505 2132408.20895736,6733892.16905505 2124402.95961353,6725886.91971122 2124402.95961353,6725886.91971122 2132408.20895736))","306",6725886.91971122,2132408.20895736,6733892.16905505,2124402.95961353,"19","11"
"POLYGON ((6725886.91971122 2124402.95961353,6733892.16905505 2124402.95961353,6733892.16905505 2116397.7102697,6725886.91971122 2116397.7102697,6725886.91971122 2124402.95961353))","307",6725886.91971122,2124402.95961353,6733892.16905505,2116397.7102697,"20","11"
"POLYGON ((6725886.91971122 2116397.7102697,6733892.16905505 2116397.7102697,6733892.16905505 2108392.46092586,6725886.91971122 2108392.46092586,6725886.91971122 2116397.7102697))","308",6725886.91971122,2116397.7102697,6733892.16905505,2108392.46092586,"21","11"
"POLYGON ((6725886.91971122 2108392.46092586,6733892.16905505 2108392.46092586,6733892.16905505 2100387.21158203,6725886.91971122 2100387.21158203,6725886.91971122 2108392.46092586))","309",6725886.91971122,2108392.46092586,6733892.16905505,2100387.21158203,"22","11"
"POLYGON ((6725886.91971122 2100387.21158203,6733892.16905505 2100387.21158203,6733892.16905505 2092381.9622382,6725886.91971122 2092381.9622382,6725886.91971122 2100387.21158203))","310",6725886.91971122,2100387.21158203,6733892.16905505,2092381.9622382,"23","11"
"POLYGON ((6725886.91971122 2092381.9622382,6733892.16905505 2092381.9622382,6733892.16905505 2084376.71289437,6725886.91971122 2084376.71289437,6725886.91971122 2092381.9622382))","311",6725886.91971122,2092381.9622382,6733892.16905505,2084376.71289437,"24","11"
"POLYGON ((6725886.91971122 2084376.71289437,6733892.16905505 2084376.71289437,6733892.16905505 2076371.46355054,6725886.91971122 2076371.46355054,6725886.91971122 2084376.71289437))","312",6725886.91971122,2084376.71289437,6733892.16905505,2076371.46355054,"25","11"
"POLYGON ((6733892.16905505 2284507.94649017,6741897.41839888 2284507.94649017,6741897.41839888 2276502.69714634,6733892.16905505 2276502.69714634,6733892.16905505 2284507.94649017))","313",6733892.16905505,2284507.94649017,6741897.41839888,2276502.69714634,"0","12"
"POLYGON ((6733892.16905505 2276502.69714634,6741897.41839888 2276502.69714634,6741897.41839888 2268497.4478025,6733892.16905505 2268497.4478025,6733892.16905505 2276502.69714634))","314",6733892.16905505,2276502.69714634,6741897.41839888,2268497.4478025,"1","12"
"POLYGON ((6733892.16905505 2268497.4478025,6741897.41839888 2268497.4478025,6741897.41839888 2260492.19845867,6733892.16905505 2260492.19845867,6733892.16905505 2268497.4478025))","315",6733892.16905505,2268497.4478025,6741897.41839888,2260492.19845867,"2","12"
"POLYGON ((6733892.16905505 2260492.19845867,6741897.41839888 2260492.19845867,6741897.41839888 2252486.94911484,6733892.16905505 2252486.94911484,6733892.16905505 2260492.19845867))","316",6733892.16905505,2260492.19845867,6741897.41839888,2252486.94911484,"3","12"
"POLYGON ((6733892.16905505 2252486.94911484,6741897.41839888 2252486.94911484,6741897.41839888 2244481.69977101,6733892.16905505 2244481.69977101,6733892.16905505 2252486.94911484))","317",6733892.16905505,2252486.94911484,6741897.41839888,2244481.69977101,"4","12"
"POLYGON ((6733892.16905505 2244481.69977101,6741897.41839888 2244481.69977101,6741897.41839888 2236476.45042718,6733892.16905505 2236476.45042718,6733892.16905505 2244481.69977101))","318",6733892.16905505,2244481.69977101,6741897.41839888,2236476.45042718,"5","12"
"POLYGON ((6733892.16905505 2236476.45042718,6741897.41839888 2236476.45042718,6741897.41839888 2228471.20108334,6733892.16905505 2228471.20108334,6733892.16905505 2236476.45042718))","319",6733892.16905505,2236476.45042718,6741897.41839888,2228471.20108334,"6","12"
"POLYGON ((6733892.16905505 2228471.20108334,6741897.41839888 2228471.20108334,6741897.41839888 2220465.95173951,6733892.16905505 2220465.95173951,6733892.16905505 2228471.20108334))","320",6733892.16905505,2228471.20108334,6741897.41839888,2220465.95173951,"7","12"
"POLYGON ((6733892.16905505 2220465.95173951,6741897.41839888 2220465.95173951,6741897.41839888 2212460.70239568,6733892.16905505 2212460.70239568,6733892.16905505 2220465.95173951))","321",6733892.16905505,2220465.95173951,6741897.41839888,2212460.70239568,"8","12"
"POLYGON ((6733892.16905505 2212460.70239568,6741897.41839888 2212460.70239568,6741897.41839888 2204455.45305185,6733892.16905505 2204455.45305185,6733892.16905505 2212460.70239568))","322",6733892.16905505,2212460.70239568,6741897.41839888,2204455.45305185,"9","12"
"POLYGON ((6733892.16905505 2204455.45305185,6741897.41839888 2204455.45305185,6741897.41839888 2196450.20370802,6733892.16905505 2196450.20370802,6733892.16905505 2204455.45305185))","323",6733892.16905505,2204455.45305185,6741897.41839888,2196450.20370802,"10","12"
