WKT,id,left,top,right,bottom,row_index,col_index
"POLYGON ((6669850.17430439 2260492.19845867,6677855.42364822 2260492.19845867,6677855.42364822 2252486.94911484,6669850.17430439 2252486.94911484,6669850.17430439 2260492.19845867))","108",6669850.17430439,2260492.19845867,6677855.42364822,2252486.94911484,"3","4"
"POLYGON ((6669850.17430439 2252486.94911484,6677855.42364822 2252486.94911484,6677855.42364822 2244481.69977101,6669850.17430439 2244481.69977101,6669850.17430439 2252486.94911484))","109",6669850.17430439,2252486.94911484,6677855.42364822,2244481.69977101,"4","4"
"POLYGON ((6669850.17430439 2244481.69977101,6677855.42364822 2244481.69977101,6677855.42364822 2236476.45042718,6669850.17430439 2236476.45042718,6669850.17430439 2244481.69977101))","110",6669850.17430439,2244481.69977101,6677855.42364822,2236476.45042718,"5","4"
"POLYGON ((6669850.17430439 2236476.45042718,6677855.42364822 2236476.45042718,6677855.42364822 2228471.20108334,6669850.17430439 2228471.20108334,6669850.17430439 2236476.45042718))","111",6669850.17430439,2236476.45042718,6677855.42364822,2228471.20108334,"6","4"
"POLYGON ((6669850.17430439 2228471.20108334,6677855.42364822 2228471.20108334,6677855.42364822 2220465.95173951,6669850.17430439 2220465.95173951,6669850.17430439 2228471.20108334))","112",6669850.17430439,2228471.20108334,6677855.42364822,2220465.95173951,"7","4"
"POLYGON ((6669850.17430439 2220465.95173951,6677855.42364822 2220465.95173951,6677855.42364822 2212460.70239568,6669850.17430439 2212460.70239568,6669850.17430439 2220465.95173951))","113",6669850.17430439,2220465.95173951,6677855.42364822,2212460.70239568,"8","4"
"POLYGON ((6669850.17430439 2212460.70239568,6677855.42364822 2212460.70239568,6677855.42364822 2204455.45305185,6669850.17430439 2204455.45305185,6669850.17430439 2212460.70239568))","114",6669850.17430439,2212460.70239568,6677855.42364822,2204455.45305185,"9","4"
"POLYGON ((6669850.17430439 2204455.45305185,6677855.42364822 2204455.45305185,6677855.42364822 2196450.20370802,6669850.17430439 2196450.20370802,6669850.17430439 2204455.45305185))","115",6669850.17430439,2204455.45305185,6677855.42364822,2196450.20370802,"10","4"
"POLYGON ((6669850.17430439 2196450.20370802,6677855.42364822 2196450.20370802,6677855.42364822 2188444.95436418,6669850.17430439 2188444.95436418,6669850.17430439 2196450.20370802))","116",6669850.17430439,2196450.20370802,6677855.42364822,2188444.95436418,"11","4"
"POLYGON ((6669850.17430439 2188444.95436418,6677855.42364822 2188444.95436418,6677855.42364822 2180439.70502035,6669850.17430439 2180439.70502035,6669850.17430439 2188444.95436418))","117",6669850.17430439,2188444.95436418,6677855.42364822,2180439.70502035,"12","4"
"POLYGON ((6669850.17430439 2180439.70502035,6677855.42364822 2180439.70502035,6677855.42364822 2172434.45567652,6669850.17430439 2172434.45567652,6669850.17430439 2180439.70502035))","118",6669850.17430439,2180439.70502035,6677855.42364822,2172434.45567652,"13","4"
"POLYGON ((6669850.17430439 2172434.45567652,6677855.42364822 2172434.45567652,6677855.42364822 2164429.20633269,6669850.17430439 2164429.20633269,6669850.17430439 2172434.45567652))","119",6669850.17430439,2172434.45567652,6677855.42364822,2164429.20633269,"14","4"
"POLYGON ((6669850.17430439 2164429.20633269,6677855.42364822 2164429.20633269,6677855.42364822 2156423.95698886,6669850.17430439 2156423.95698886,6669850.17430439 2164429.20633269))","120",6669850.17430439,2164429.20633269,6677855.42364822,2156423.95698886,"15","4"
"POLYGON ((6669850.17430439 2156423.95698886,6677855.42364822 2156423.95698886,6677855.42364822 2148418.70764502,6669850.17430439 2148418.70764502,6669850.17430439 2156423.95698886))","121",6669850.17430439,2156423.95698886,6677855.42364822,2148418.70764502,"16","4"
"POLYGON ((6669850.17430439 2148418.70764502,6677855.42364822 2148418.70764502,6677855.42364822 2140413.45830119,6669850.17430439 2140413.45830119,6669850.17430439 2148418.70764502))","122",6669850.17430439,2148418.70764502,6677855.42364822,2140413.45830119,"17","4"
"POLYGON ((6669850.17430439 2140413.45830119,6677855.42364822 2140413.45830119,6677855.42364822 2132408.20895736,6669850.17430439 2132408.20895736,6669850.17430439 2140413.45830119))","123",6669850.17430439,2140413.45830119,6677855.42364822,2132408.20895736,"18","4"
"POLYGON ((6669850.17430439 2132408.20895736,6677855.42364822 2132408.20895736,6677855.42364822 2124402.95961353,6669850.17430439 2124402.95961353,6669850.17430439 2132408.20895736))","124",6669850.17430439,2132408.20895736,6677855.42364822,2124402.95961353,"19","4"
"POLYGON ((6669850.17430439 2124402.95961353,6677855.42364822 2124402.95961353,6677855.42364822 2116397.7102697,6669850.17430439 2116397.7102697,6669850.17430439 2124402.95961353))","125",6669850.17430439,2124402.95961353,6677855.42364822,2116397.7102697,"20","4"
"POLYGON ((6669850.17430439 2116397.7102697,6677855.42364822 2116397.7102697,6677855.42364822 2108392.46092586,6669850.17430439 2108392.46092586,6669850.17430439 2116397.7102697))","126",6669850.17430439,2116397.7102697,6677855.42364822,2108392.46092586,"21","4"
"POLYGON ((6669850.17430439 2108392.46092586,6677855.42364822 2108392.46092586,6677855.42364822 2100387.21158203,6669850.17430439 2100387.21158203,6669850.17430439 2108392.46092586))","127",6669850.17430439,2108392.46092586,6677855.42364822,2100387.21158203,"22","4"
"POLYGON ((6669850.17430439 2100387.21158203,6677855.42364822 2100387.21158203,6677855.42364822 2092381.9622382,6669850.17430439 2092381.9622382,6669850.17430439 2100387.21158203))","128",6669850.17430439,2100387.21158203,6677855.42364822,2092381.9622382,"23","4"
"POLYGON ((6669850.17430439 2092381.9622382,6677855.42364822 2092381.9622382,6677855.42364822 2084376.71289437,6669850.17430439 2084376.71289437,6669850.17430439 2092381.9622382))","129",6669850.17430439,2092381.9622382,6677855.42364822,2084376.71289437,"24","4"
"POLYGON ((6669850.17430439 2084376.71289437,6677855.42364822 2084376.71289437,6677855.42364822 2076371.46355054,6669850.17430439 2076371.46355054,6669850.17430439 2084376.71289437))","130",6669850.17430439,2084376.71289437,6677855.42364822,2076371.46355054,"25","4"
"POLYGON ((6677855.42364822 2284507.94649017,6685860.67299206 2284507.94649017,6685860.67299206 2276502.69714634,6677855.42364822 2276502.69714634,6677855.42364822 2284507.94649017))","131",6677855.42364822,2284507.94649017,6685860.67299206,2276502.69714634,"0","5"
"POLYGON ((6677855.42364822 2276502.69714634,6685860.67299206 2276502.69714634,6685860.67299206 2268497.4478025,6677855.42364822 2268497.4478025,6677855.42364822 2276502.69714634))","132",6677855.42364822,2276502.69714634,6685860.67299206,2268497.4478025,"1","5"
"POLYGON ((6677855.42364822 2268497.4478025,6685860.67299206 2268497.4478025,6685860.67299206 2260492.19845867,6677855.42364822 2260492.19845867,6677855.42364822 2268497.4478025))","133",6677855.42364822,2268497.4478025,6685860.67299206,2260492.19845867,"2","5"
"POLYGON ((6677855.42364822 2260492.19845867,6685860.67299206 2260492.19845867,6685860.67299206 2252486.94911484,6677855.42364822 2252486.94911484,6677855.42364822 2260492.19845867))","134",6677855.42364822,2260492.19845867,6685860.67299206,2252486.94911484,"3","5"
"POLYGON ((6677855.42364822 2252486.94911484,6685860.67299206 2252486.94911484,6685860.67299206 2244481.69977101,6677855.42364822 2244481.69977101,6677855.42364822 2252486.94911484))","135",6677855.42364822,2252486.94911484,6685860.67299206,2244481.69977101,"4","5"
"POLYGON ((6677855.42364822 2244481.69977101,6685860.67299206 2244481.69977101,6685860.67299206 2236476.45042718,6677855.42364822 2236476.45042718,6677855.42364822 2244481.69977101))","136",6677855.42364822,2244481.69977101,6685860.67299206,2236476.45042718,"5","5"
"POLYGON ((6677855.42364822 2236476.45042718,6685860.67299206 2236476.45042718,6685860.67299206 2228471.20108334,6677855.42364822 2228471.20108334,6677855.42364822 2236476.45042718))","137",6677855.42364822,2236476.45042718,6685860.67299206,2228471.20108334,"6","5"
"POLYGON ((6677855.42364822 2228471.20108334,6685860.67299206 2228471.20108334,6685860.67299206 2220465.95173951,6677855.42364822 2220465.95173951,6677855.42364822 2228471.20108334))","138",6677855.42364822,2228471.20108334,6685860.67299206,2220465.95173951,"7","5"
"POLYGON ((6677855.42364822 2220465.95173951,6685860.67299206 2220465.95173951,6685860.67299206 2212460.70239568,6677855.42364822 2212460.70239568,6677855.42364822 2220465.95173951))","139",6677855.42364822,2220465.95173951,6685860.67299206,2212460.70239568,"8","5"
"POLYGON ((6677855.42364822 2212460.70239568,6685860.67299206 2212460.70239568,6685860.67299206 2204455.45305185,6677855.42364822 2204455.45305185,6677855.42364822 2212460.70239568))","140",6677855.42364822,2212460.70239568,6685860.67299206,2204455.45305185,"9","5"
"POLYGON ((6677855.42364822 2204455.45305185,6685860.67299206 2204455.45305185,6685860.67299206 2196450.20370802,6677855.42364822 2196450.20370802,6677855.42364822 2204455.45305185))","141",6677855.42364822,2204455.45305185,6685860.67299206,2196450.20370802,"10","5"
"POLYGON ((6677855.42364822 2196450.20370802,6685860.67299206 2196450.20370802,6685860.67299206 2188444.95436418,6677855.42364822 2188444.95436418,6677855.42364822 2196450.20370802))","142",6677855.42364822,2196450.20370802,6685860.67299206,2188444.95436418,"11","5"
"POLYGON ((6677855.42364822 2188444.95436418,6685860.67299206 2188444.95436418,6685860.67299206 2180439.70502035,6677855.42364822 2180439.70502035,6677855.42364822 2188444.95436418))","143",6677855.42364822,2188444.95436418,6685860.67299206,2180439.70502035,"12","5"
"POLYGON ((6677855.42364822 2180439.70502035,6685860.67299206 2180439.70502035,6685860.67299206 2172434.45567652,6677855.42364822 2172434.45567652,6677855.42364822 2180439.70502035))","144",6677855.42364822,2180439.70502035,6685860.67299206,2172434.45567652,"13","5"
"POLYGON ((6677855.42364822 2172434.45567652,6685860.67299206 2172434.45567652,6685860.67299206 2164429.20633269,6677855.42364822 2164429.20633269,6677855.42364822 2172434.45567652))","145",6677855.42364822,2172434.45567652,6685860.67299206,2164429.20633269,"14","5"
"POLYGON ((6677855.42364822 2164429.20633269,6685860.67299206 2164429.20633269,6685860.67299206 2156423.95698886,6677855.42364822 2156423.95698886,6677855.42364822 2164429.20633269))","146",6677855.42364822,2164429.20633269,6685860.67299206,2156423.95698886,"15","5"
"POLYGON ((6677855.42364822 2156423.95698886,6685860.67299206 2156423.95698886,6685860.67299206 2148418.70764502,6677855.42364822 2148418.70764502,6677855.42364822 2156423.95698886))","147",6677855.42364822,2156423.95698886,6685860.67299206,2148418.70764502,"16","5"
"POLYGON ((6677855.42364822 2148418.70764502,6685860.67299206 2148418.70764502,6685860.67299206 2140413.45830119,6677855.42364822 2140413.45830119,6677855.42364822 2148418.70764502))","148",6677855.42364822,2148418.70764502,6685860.67299206,2140413.45830119,"17","5"
"POLYGON ((6677855.42364822 2140413.45830119,6685860.67299206 2140413.45830119,6685860.67299206 2132408.20895736,6677855.42364822 2132408.20895736,6677855.42364822 2140413.45830119))","149",6677855.42364822,2140413.45830119,6685860.67299206,2132408.20895736,"18","5"
"POLYGON ((6677855.42364822 2132408.20895736,6685860.67299206 2132408.20895736,6685860.67299206 2124402.95961353,6677855.42364822 2124402.95961353,6677855.42364822 2132408.20895736))","150",6677855.42364822,2132408.20895736,6685860.67299206,2124402.95961353,"19","5"
"POLYGON ((6677855.42364822 2124402.95961353,6685860.67299206 2124402.95961353,6685860.67299206 2116397.7102697,6677855.42364822 2116397.7102697,6677855.42364822 2124402.95961353))","151",6677855.42364822,2124402.95961353,6685860.67299206,2116397.7102697,"20","5"
"POLYGON ((6677855.42364822 2116397.7102697,6685860.67299206 2116397.7102697,6685860.67299206 2108392.46092586,6677855.42364822 2108392.46092586,6677855.42364822 2116397.7102697))","152",6677855.42364822,2116397.7102697,6685860.67299206,2108392.46092586,"21","5"
"POLYGON ((6677855.42364822 2108392.46092586,6685860.67299206 2108392.46092586,6685860.67299206 2100387.21158203,6677855.42364822 2100387.21158203,6677855.42364822 2108392.46092586))","153",6677855.42364822,2108392.46092586,6685860.67299206,2100387.21158203,"22","5"
"POLYGON ((6677855.42364822 2100387.21158203,6685860.67299206 2100387.21158203,6685860.67299206 2092381.9622382,6677855.42364822 2092381.9622382,6677855.42364822 2100387.21158203))","154",6677855.42364822,2100387.21158203,6685860.67299206,2092381.9622382,"23","5"
"POLYGON ((6677855.42364822 2092381.9622382,6685860.67299206 2092381.9622382,6685860.67299206 2084376.71289437,6677855.42364822 2084376.71289437,6677855.42364822 2092381.9622382))","155",6677855.42364822,2092381.9622382,6685860.67299206,2084376.71289437,"24","5"
"POLYGON ((6677855.42364822 2084376.71289437,6685860.67299206 2084376.71289437,6685860.67299206 2076371.46355054,6677855.42364822 2076371.46355054,6677855.42364822 2084376.71289437))","156",6677855.42364822,2084376.71289437,6685860.67299206,2076371.46355054,"25","5"
"POLYGON ((6685860.67299206 2284507.94649017,6693865.92233589 2284507.94649017,6693865.92233589 2276502.69714634,6685860.67299206 2276502.69714634,6685860.67299206 2284507.94649017))","157",6685860.67299206,2284507.94649017,6693865.92233589,2276502.69714634,"0","6"
"POLYGON ((6685860.67299206 2276502.69714634,6693865.92233589 2276502.69714634,6693865.92233589 2268497.4478025,6685860.67299206 2268497.4478025,6685860.67299206 2276502.69714634))","158",6685860.67299206,2276502.69714634,6693865.92233589,2268497.4478025,"1","6"
"POLYGON ((6685860.67299206 2268497.4478025,6693865.92233589 2268497.4478025,6693865.92233589 2260492.19845867,6685860.67299206 2260492.19845867,6685860.67299206 2268497.4478025))","159",6685860.67299206,2268497.4478025,6693865.92233589,2260492.19845867,"2","6"
"POLYGON ((6685860.67299206 2260492.19845867,6693865.92233589 2260492.19845867,6693865.92233589 2252486.94911484,6685860.67299206 2252486.94911484,6685860.67299206 2260492.19845867))","160",6685860.67299206,2260492.19845867,6693865.92233589,2252486.94911484,"3","6"
"POLYGON ((6685860.67299206 2252486.94911484,6693865.92233589 2252486.94911484,6693865.92233589 2244481.69977101,6685860.67299206 2244481.69977101,6685860.67299206 2252486.94911484))","161",6685860.67299206,2252486.94911484,6693865.92233589,2244481.69977101,"4","6"
"POLYGON ((6685860.67299206 2244481.69977101,6693865.92233589 2244481.69977101,6693865.92233589 2236476.45042718,6685860.67299206 2236476.45042718,6685860.67299206 2244481.69977101))","162",6685860.67299206,2244481.69977101,6693865.92233589,2236476.45042718,"5","6"
"POLYGON ((6685860.67299206 2236476.45042718,6693865.92233589 2236476.45042718,6693865.92233589 2228471.20108334,6685860.67299206 2228471.20108334,6685860.67299206 2236476.45042718))","163",6685860.67299206,2236476.45042718,6693865.92233589,2228471.20108334,"6","6"
"POLYGON ((6685860.67299206 2228471.20108334,6693865.92233589 2228471.20108334,6693865.92233589 2220465.95173951,6685860.67299206 2220465.95173951,6685860.67299206 2228471.20108334))","164",6685860.67299206,2228471.20108334,6693865.92233589,2220465.95173951,"7","6"
"POLYGON ((6685860.67299206 2220465.95173951,6693865.92233589 2220465.95173951,6693865.92233589 2212460.70239568,6685860.67299206 2212460.70239568,6685860.67299206 2220465.95173951))","165",6685860.67299206,2220465.95173951,6693865.92233589,2212460.70239568,"8","6"
"POLYGON ((6685860.67299206 2212460.70239568,6693865.92233589 2212460.70239568,6693865.92233589 2204455.45305185,6685860.67299206 2204455.45305185,6685860.67299206 2212460.70239568))","166",6685860.67299206,2212460.70239568,6693865.92233589,2204455.45305185,"9","6"
"POLYGON ((6685860.67299206 2204455.45305185,6693865.92233589 2204455.45305185,6693865.92233589 2196450.20370802,6685860.67299206 2196450.20370802,6685860.67299206 2204455.45305185))","167",6685860.67299206,2204455.45305185,6693865.92233589,2196450.20370802,"10","6"
"POLYGON ((6685860.67299206 2196450.20370802,6693865.92233589 2196450.20370802,6693865.92233589 2188444.95436418,6685860.67299206 2188444.95436418,6685860.67299206 2196450.20370802))","168",6685860.67299206,2196450.20370802,6693865.92233589,2188444.95436418,"11","6"
"POLYGON ((6685860.67299206 2188444.95436418,6693865.92233589 2188444.95436418,6693865.92233589 2180439.70502035,6685860.67299206 2180439.70502035,6685860.67299206 2188444.95436418))","169",6685860.67299206,2188444.95436418,6693865.92233589,2180439.70502035,"12","6"
"POLYGON ((6685860.67299206 2180439.70502035,6693865.92233589 2180439.70502035,6693865.92233589 2172434.45567652,6685860.67299206 2172434.45567652,6685860.67299206 2180439.70502035))","170",6685860.67299206,2180439.70502035,6693865.92233589,2172434.45567652,"13","6"
"POLYGON ((6685860.67299206 2172434.45567652,6693865.92233589 2172434.45567652,6693865.92233589 2164429.20633269,6685860.67299206 2164429.20633269,6685860.67299206 2172434.45567652))","171",6685860.67299206,2172434.45567652,6693865.92233589,2164429.20633269,"14","6"
"POLYGON ((6685860.67299206 2164429.20633269,6693865.92233589 2164429.20633269,6693865.92233589 2156423.95698886,6685860.67299206 2156423.95698886,6685860.67299206 2164429.20633269))","172",6685860.67299206,2164429.20633269,6693865.92233589,2156423.95698886,"15","6"
"POLYGON ((6685860.67299206 2156423.95698886,6693865.92233589 2156423.95698886,6693865.92233589 2148418.70764502,6685860.67299206 2148418.70764502,6685860.67299206 2156423.95698886))","173",6685860.67299206,2156423.95698886,6693865.92233589,2148418.70764502,"16","6"
"POLYGON ((6685860.67299206 2148418.70764502,6693865.92233589 2148418.70764502,6693865.92233589 2140413.45830119,6685860.67299206 2140413.45830119,6685860.67299206 2148418.70764502))","174",6685860.67299206,2148418.70764502,6693865.92233589,2140413.45830119,"17","6"
"POLYGON ((6685860.67299206 2140413.45830119,6693865.92233589 2140413.45830119,6693865.92233589 2132408.20895736,6685860.67299206 2132408.20895736,6685860.67299206 2140413.45830119))","175",6685860.67299206,2140413.45830119,6693865.92233589,2132408.20895736,"18","6"
"POLYGON ((6685860.67299206 2132408.20895736,6693865.92233589 2132408.20895736,6693865.92233589 2124402.95961353,6685860.67299206 2124402.95961353,6685860.67299206 2132408.20895736))","176",6685860.67299206,2132408.20895736,6693865.92233589,2124402.95961353,"19","6"
"POLYGON ((6685860.67299206 2124402.95961353,6693865.92233589 2124402.95961353,6693865.92233589 2116397.7102697,6685860.67299206 2116397.7102697,6685860.67299206 2124402.95961353))","177",6685860.67299206,2124402.95961353,6693865.92233589,2116397.7102697,"20","6"
"POLYGON ((6685860.67299206 2116397.7102697,6693865.92233589 2116397.7102697,6693865.92233589 2108392.46092586,6685860.67299206 2108392.46092586,6685860.67299206 2116397.7102697))","178",6685860.67299206,2116397.7102697,6693865.92233589,2108392.46092586,"21","6"
"POLYGON ((6685860.67299206 2108392.46092586,6693865.92233589 2108392.46092586,6693865.92233589 2100387.21158203,6685860.67299206 2100387.21158203,6685860.67299206 2108392.46092586))","179",6685860.67299206,2108392.46092586,6693865.92233589,2100387.21158203,"22","6"
"POLYGON ((6685860.67299206 2100387.21158203,6693865.92233589 2100387.21158203,6693865.92233589 2092381.9622382,6685860.67299206 2092381.9622382,6685860.67299206 2100387.21158203))","180",6685860.67299206,2100387.21158203,6693865.92233589,2092381.9622382,"23","6"
"POLYGON ((6685860.67299206 2092381.9622382,6693865.92233589 2092381.9622382,6693865.92233589 2084376.71289437,6685860.67299206 2084376.71289437,6685860.67299206 2092381.9622382))","181",6685860.67299206,2092381.9622382,6693865.92233589,2084376.71289437,"24","6"
"POLYGON ((6685860.67299206 2084376.71289437,6693865.92233589 2084376.71289437,6693865.92233589 2076371.46355054,6685860.67299206 2076371.46355054,6685860.67299206 2084376.71289437))","182",6685860.67299206,2084376.71289437,6693865.92233589,2076371.46355054,"25","6"
"POLYGON ((6693865.92233589 2284507.94649017,6701871.17167972 2284507.94649017,6701871.17167972 2276502.69714634,6693865.92233589 2276502.69714634,6693865.92233589 2284507.94649017))","183",6693865.92233589,2284507.94649017,6701871.17167972,2276502.69714634,"0","7"
"POLYGON ((6693865.92233589 2276502.69714634,6701871.17167972 2276502.69714634,6701871.17167972 2268497.4478025,6693865.92233589 2268497.4478025,6693865.92233589 2276502.69714634))","184",6693865.92233589,2276502.69714634,6701871.17167972,2268497.4478025,"1","7"
"POLYGON ((6693865.92233589 2268497.4478025,6701871.17167972 2268497.4478025,6701871.17167972 2260492.19845867,6693865.92233589 2260492.19845867,6693865.92233589 2268497.4478025))","185",6693865.92233589,2268497.4478025,6701871.17167972,2260492.19845867,"2","7"
"POLYGON ((6693865.92233589 2260492.19845867,6701871.17167972 2260492.19845867,6701871.17167972 2252486.94911484,6693865.92233589 2252486.94911484,6693865.92233589 2260492.19845867))","186",6693865.92233589,2260492.19845867,6701871.17167972,2252486.94911484,"3","7"
"POLYGON ((6693865.92233589 2252486.94911484,6701871.17167972 2252486.94911484,6701871.17167972 2244481.69977101,6693865.92233589 2244481.69977101,6693865.92233589 2252486.94911484))","187",6693865.92233589,2252486.94911484,6701871.17167972,2244481.69977101,"4","7"
"POLYGON ((6693865.92233589 2244481.69977101,6701871.17167972 2244481.69977101,6701871.17167972 2236476.45042718,6693865.92233589 2236476.45042718,6693865.92233589 2244481.69977101))","188",6693865.92233589,2244481.69977101,6701871.17167972,2236476.45042718,"5","7"
"POLYGON ((6693865.92233589 2236476.45042718,6701871.17167972 2236476.45042718,6701871.17167972 2228471.20108334,6693865.92233589 2228471.20108334,6693865.92233589 2236476.45042718))","189",6693865.92233589,2236476.45042718,6701871.17167972,2228471.20108334,"6","7"
"POLYGON ((6693865.92233589 2228471.20108334,6701871.17167972 2228471.20108334,6701871.17167972 2220465.95173951,6693865.92233589 2220465.95173951,6693865.92233589 2228471.20108334))","190",6693865.92233589,2228471.20108334,6701871.17167972,2220465.95173951,"7","7"
"POLYGON ((6693865.92233589 2220465.95173951,6701871.17167972 2220465.95173951,6701871.17167972 2212460.70239568,6693865.92233589 2212460.70239568,6693865.92233589 2220465.95173951))","191",6693865.92233589,2220465.95173951,6701871.17167972,2212460.70239568,"8","7"
"POLYGON ((6693865.92233589 2212460.70239568,6701871.17167972 2212460.70239568,6701871.17167972 2204455.45305185,6693865.92233589 2204455.45305185,6693865.92233589 2212460.70239568))","192",6693865.92233589,2212460.70239568,6701871.17167972,2204455.45305185,"9","7"
"POLYGON ((6693865.92233589 2204455.45305185,6701871.17167972 2204455.45305185,6701871.17167972 2196450.20370802,6693865.92233589 2196450.20370802,6693865.92233589 2204455.45305185))","193",6693865.92233589,2204455.45305185,6701871.17167972,2196450.20370802,"10","7"
"POLYGON ((6693865.92233589 2196450.20370802,6701871.17167972 2196450.20370802,6701871.17167972 2188444.95436418,6693865.92233589 2188444.95436418,6693865.92233589 2196450.20370802))","194",6693865.92233589,2196450.20370802,6701871.17167972,2188444.95436418,"11","7"
"POLYGON ((6693865.92233589 2188444.95436418,6701871.17167972 2188444.95436418,6701871.17167972 2180439.70502035,6693865.92233589 2180439.70502035,6693865.92233589 2188444.95436418))","195",6693865.92233589,2188444.95436418,6701871.17167972,2180439.70502035,"12","7"
"POLYGON ((6693865.92233589 2180439.70502035,6701871.17167972 2180439.70502035,6701871.17167972 2172434.45567652,6693865.92233589 2172434.45567652,6693865.92233589 2180439.70502035))","196",6693865.92233589,2180439.70502035,6701871.17167972,2172434.45567652,"13","7"
"POLYGON ((6693865.92233589 2172434.45567652,6701871.17167972 2172434.45567652,6701871.17167972 2164429.20633269,6693865.92233589 2164429.20633269,6693865.92233589 2172434.45567652))","197",6693865.92233589,2172434.45567652,6701871.17167972,2164429.20633269,"14","7"
"POLYGON ((6693865.92233589 2164429.20633269,6701871.17167972 2164429.20633269,6701871.17167972 2156423.95698886,6693865.92233589 2156423.95698886,6693865.92233589 2164429.20633269))","198",6693865.92233589,2164429.20633269,6701871.17167972,2156423.95698886,"15","7"
"POLYGON ((6693865.92233589 2156423.95698886,6701871.17167972 2156423.95698886,6701871.17167972 2148418.70764502,6693865.92233589 2148418.70764502,6693865.92233589 2156423.95698886))","199",6693865.92233589,2156423.95698886,6701871.17167972,2148418.70764502,"16","7"
"POLYGON ((6693865.92233589 2148418.70764502,6701871.17167972 2148418.70764502,6701871.17167972 2140413.45830119,6693865.92233589 2140413.45830119,6693865.92233589 2148418.70764502))","200",6693865.92233589,2148418.70764502,6701871.17167972,2140413.45830119,"17","7"
"POLYGON ((6693865.92233589 2140413.45830119,6701871.17167972 2140413.45830119,6701871.17167972 2132408.20895736,6693865.92233589 2132408.20895736,6693865.92233589 2140413.45830119))","201",6693865.92233589,2140413.45830119,6701871.17167972,2132408.20895736,"18","7"
"POLYGON ((6693865.92233589 2132408.20895736,6701871.17167972 2132408.20895736,6701871.17167972 2124402.95961353,6693865.92233589 2124402.95961353,6693865.92233589 2132408.20895736))","202",6693865.92233589,2132408.20895736,6701871.17167972,2124402.95961353,"19","7"
"POLYGON ((6693865.92233589 2124402.95961353,6701871.17167972 2124402.95961353,6701871.17167972 2116397.7102697,6693865.92233589 2116397.7102697,6693865.92233589 2124402.95961353))","203",6693865.92233589,2124402.95961353,6701871.17167972,2116397.7102697,"20","7"
"POLYGON ((6693865.92233589 2116397.7102697,6701871.17167972 2116397.7102697,6701871.17167972 2108392.46092586,6693865.92233589 2108392.46092586,6693865.92233589 2116397.7102697))","204",6693865.92233589,2116397.7102697,6701871.17167972,2108392.46092586,"21","7"
"POLYGON ((6693865.92233589 2108392.46092586,6701871.17167972 2108392.46092586,6701871.17167972 2100387.21158203,6693865.92233589 2100387.21158203,6693865.92233589 2108392.46092586))","205",6693865.92233589,2108392.46092586,6701871.17167972,2100387.21158203,"22","7"
"POLYGON ((6693865.92233589 2100387.21158203,6701871.17167972 2100387.21158203,6701871.17167972 2092381.9622382,6693865.92233589 2092381.9622382,6693865.92233589 2100387.21158203))","206",6693865.92233589,2100387.21158203,6701871.17167972,2092381.9622382,"23","7"
"POLYGON ((6693865.92233589 2092381.9622382,6701871.17167972 2092381.9622382,6701871.17167972 2084376.71289437,6693865.92233589 2084376.71289437,6693865.92233589 2092381.9622382))","207",6693865.92233589,2092381.9622382,6701871.17167972,2084376.71289437,"24","7"
"POLYGON ((6693865.92233589 2084376.71289437,6701871.17167972 2084376.71289437,6701871.17167972 2076371.46355054,6693865.92233589 2076371.46355054,6693865.92233589 2084376.71289437))","208",6693865.92233589,2084376.71289437,6701871.17167972,2076371.46355054,"25","7"
"POLYGON ((6701871.17167972 2284507.94649017,6709876.42102355 2284507.94649017,6709876.42102355 2276502.69714634,6701871.17167972 2276502.69714634,6701871.17167972 2284507.94649017))","209",6701871.17167972,2284507.94649017,6709876.42102355,2276502.69714634,"0","8"
"POLYGON ((6701871.17167972 2276502.69714634,6709876.42102355 2276502.69714634,6709876.42102355 2268497.4478025,6701871.17167972 2268497.4478025,6701871.17167972 2276502.69714634))","210",6701871.17167972,2276502.69714634,6709876.42102355,2268497.4478025,"1","8"
"POLYGON ((6701871.17167972 2268497.4478025,6709876.42102355 2268497.4478025,6709876.42102355 2260492.19845867,6701871.17167972 2260492.19845867,6701871.17167972 2268497.4478025))","211",6701871.17167972,2268497.4478025,6709876.42102355,2260492.19845867,"2","8"
"POLYGON ((6701871.17167972 2260492.19845867,6709876.42102355 2260492.19845867,6709876.42102355 2252486.94911484,6701871.17167972 2252486.94911484,6701871.17167972 2260492.19845867))","212",6701871.17167972,2260492.19845867,6709876.42102355,2252486.94911484,"3","8"
"POLYGON ((6701871.17167972 2252486.94911484,6709876.42102355 2252486.94911484,6709876.42102355 2244481.69977101,6701871.17167972 2244481.69977101,6701871.17167972 2252486.94911484))","213",6701871.17167972,2252486.94911484,6709876.42102355,2244481.69977101,"4","8"
"POLYGON ((6701871.17167972 2244481.69977101,6709876.42102355 2244481.69977101,6709876.42102355 2236476.45042718,6701871.17167972 2236476.45042718,6701871.17167972 2244481.69977101))","214",6701871.17167972,2244481.69977101,6709876.42102355,2236476.45042718,"5","8"
"POLYGON ((6701871.17167972 2236476.45042718,6709876.42102355 2236476.45042718,6709876.42102355 2228471.20108334,6701871.17167972 2228471.20108334,6701871.17167972 2236476.45042718))","215",6701871.17167972,2236476.45042718,6709876.42102355,2228471.20108334,"6","8"
